NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables. 
Product Type: Annual Tide Prediction 
StationName: Coon Point, Elliott Key, Biscayne Bay
State: FL
Stationid: 8723391
ReferencedToStationName: GOVERNMENT CUT, MIAMI HARBOR ENTRANCE
ReferenceToStationId: 8723178
HeightOffsetLow: *0.71
HeightOffsetHigh: * 0.63
TimeOffsetLow: 176
TimeOffsetHigh: 115
Prediction Type: Subordinate
From: 20131231 12:00AM - 20141231 11:59PM
Units: feet(ft) also in centimeters(cm)
Time Zone: LST/LDT
Datum: MLLW
Interval Type: High/Low Tide Predictions
 
Date 		Day	Time		Pred(Ft)	Pred(cm)	High/Low
2014/09/06	Sat	02:57 AM	0.3		9		L
2014/09/06	Sat	08:31 AM	1.8		55		H
2014/09/06	Sat	03:24 PM	0.0		0		L
2014/09/06	Sat	09:09 PM	1.9		58		H
2014/09/07	Sun	03:53 AM	0.1		3		L
2014/09/07	Sun	09:30 AM	1.9		58		H
2014/09/07	Sun	04:20 PM	-0.1		-3		L
2014/09/07	Sun	10:01 PM	2.0		61		H
2014/09/08	Mon	04:46 AM	0.0		0		L
2014/09/08	Mon	10:25 AM	2.0		61		H
2014/09/08	Mon	05:12 PM	-0.1		-3		L
2014/09/08	Mon	10:51 PM	2.1		64		H
2014/09/09	Tue	05:37 AM	-0.1		-3		L
2014/09/09	Tue	11:17 AM	2.1		64		H
2014/09/09	Tue	06:03 PM	-0.1		-3		L
2014/09/09	Tue	11:40 PM	2.1		64		H
2014/09/10	Wed	06:27 AM	-0.2		-6		L
2014/09/10	Wed	12:08 PM	2.1		64		H
2014/09/10	Wed	06:53 PM	0.0		0		L
2014/09/11	Thu	12:27 AM	2.1		64		H
2014/09/11	Thu	07:16 AM	-0.2		-6		L
2014/09/11	Thu	12:58 PM	2.1		64		H
2014/09/11	Thu	07:43 PM	0.0		0		L
2014/09/12	Fri	01:14 AM	2.0		61		H
2014/09/12	Fri	08:07 AM	-0.1		-3		L
2014/09/12	Fri	01:48 PM	2.0		61		H
2014/09/12	Fri	08:34 PM	0.2		6		L
2014/09/13	Sat	02:02 AM	1.9		58		H
2014/09/13	Sat	08:58 AM	0.0		0		L
2014/09/13	Sat	02:39 PM	1.9		58		H
2014/09/13	Sat	09:27 PM	0.3		9		L
2014/09/14	Sun	02:52 AM	1.8		55		H
2014/09/14	Sun	09:52 AM	0.2		6		L
2014/09/14	Sun	03:31 PM	1.8		55		H
2014/09/14	Sun	10:23 PM	0.5		15		L
2014/09/15	Mon	03:44 AM	1.7		52		H
2014/09/15	Mon	10:50 AM	0.3		9		L
2014/09/15	Mon	04:27 PM	1.7		52		H
2014/09/15	Mon	11:23 PM	0.6		18		L
2014/09/16	Tue	04:40 AM	1.6		49		H
2014/09/16	Tue	11:51 AM	0.4		12		L
2014/09/16	Tue	05:26 PM	1.6		49		H
2014/09/17	Wed	12:25 AM	0.6		18		L
2014/09/17	Wed	05:40 AM	1.6		49		H
2014/09/17	Wed	12:53 PM	0.5		15		L
2014/09/17	Wed	06:26 PM	1.6		49		H
2014/09/18	Thu	01:25 AM	0.6		18		L
2014/09/18	Thu	06:41 AM	1.5		46		H
2014/09/18	Thu	01:50 PM	0.5		15		L
2014/09/18	Thu	07:23 PM	1.6		49		H
2014/09/19	Fri	02:20 AM	0.6		18		L
2014/09/19	Fri	07:39 AM	1.6		49		H
2014/09/19	Fri	02:42 PM	0.5		15		L
2014/09/19	Fri	08:14 PM	1.6		49		H
2014/09/20	Sat	03:08 AM	0.6		18		L
2014/09/20	Sat	08:30 AM	1.6		49		H
2014/09/20	Sat	03:29 PM	0.4		12		L
2014/09/20	Sat	08:58 PM	1.7		52		H
2014/09/21	Sun	03:51 AM	0.5		15		L
2014/09/21	Sun	09:16 AM	1.7		52		H
2014/09/21	Sun	04:11 PM	0.4		12		L
2014/09/21	Sun	09:39 PM	1.7		52		H
2014/09/22	Mon	04:31 AM	0.4		12		L
2014/09/22	Mon	09:58 AM	1.8		55		H
2014/09/22	Mon	04:50 PM	0.4		12		L
2014/09/22	Mon	10:17 PM	1.8		55		H
2014/09/23	Tue	05:08 AM	0.3		9		L
2014/09/23	Tue	10:38 AM	1.8		55		H
2014/09/23	Tue	05:27 PM	0.4		12		L
2014/09/23	Tue	10:55 PM	1.8		55		H
2014/09/24	Wed	05:43 AM	0.3		9		L
2014/09/24	Wed	11:17 AM	1.9		58		H
2014/09/24	Wed	06:02 PM	0.4		12		L
2014/09/24	Wed	11:32 PM	1.8		55		H
2014/09/25	Thu	06:17 AM	0.3		9		L
2014/09/25	Thu	11:56 AM	1.9		58		H
2014/09/25	Thu	06:37 PM	0.4		12		L
2014/09/26	Fri	12:09 AM	1.8		55		H
2014/09/26	Fri	06:51 AM	0.3		9		L
2014/09/26	Fri	12:36 PM	1.9		58		H
2014/09/26	Fri	07:13 PM	0.4		12		L
2014/09/27	Sat	12:46 AM	1.8		55		H
2014/09/27	Sat	07:28 AM	0.3		9		L
2014/09/27	Sat	01:17 PM	1.9		58		H
2014/09/27	Sat	07:51 PM	0.5		15		L
2014/09/28	Sun	01:25 AM	1.8		55		H
2014/09/28	Sun	08:08 AM	0.3		9		L
2014/09/28	Sun	02:00 PM	1.8		55		H
2014/09/28	Sun	08:33 PM	0.5		15		L
2014/09/29	Mon	02:07 AM	1.7		52		H
2014/09/29	Mon	08:53 AM	0.3		9		L
2014/09/29	Mon	02:48 PM	1.8		55		H
2014/09/29	Mon	09:22 PM	0.6		18		L
2014/09/30	Tue	02:55 AM	1.7		52		H
2014/09/30	Tue	09:46 AM	0.3		9		L
2014/09/30	Tue	03:41 PM	1.8		55		H
2014/09/30	Tue	10:20 PM	0.6		18		L
2014/10/01	Wed	03:51 AM	1.7		52		H
2014/10/01	Wed	10:48 AM	0.4		12		L
2014/10/01	Wed	04:41 PM	1.7		52		H
2014/10/01	Wed	11:26 PM	0.6		18		L
2014/10/02	Thu	04:57 AM	1.7		52		H
2014/10/02	Thu	11:56 AM	0.4		12		L
2014/10/02	Thu	05:46 PM	1.8		55		H
2014/10/03	Fri	12:35 AM	0.5		15		L
2014/10/03	Fri	06:07 AM	1.7		52		H
2014/10/03	Fri	01:06 PM	0.4		12		L
2014/10/03	Fri	06:50 PM	1.8		55		H
2014/10/04	Sat	01:41 AM	0.4		12		L
2014/10/04	Sat	07:15 AM	1.8		55		H
2014/10/04	Sat	02:10 PM	0.3		9		L
2014/10/04	Sat	07:50 PM	1.9		58		H
2014/10/05	Sun	02:40 AM	0.3		9		L
2014/10/05	Sun	08:18 AM	1.9		58		H
2014/10/05	Sun	03:09 PM	0.2		6		L
2014/10/05	Sun	08:46 PM	2.0		61		H
2014/10/06	Mon	03:35 AM	0.1		3		L
2014/10/06	Mon	09:16 AM	2.1		64		H
2014/10/06	Mon	04:03 PM	0.1		3		L
2014/10/06	Mon	09:38 PM	2.1		64		H
2014/10/07	Tue	04:27 AM	0.0		0		L
2014/10/07	Tue	10:09 AM	2.2		67		H
2014/10/07	Tue	04:54 PM	0.1		3		L
2014/10/07	Tue	10:28 PM	2.1		64		H
2014/10/08	Wed	05:16 AM	-0.1		-3		L
2014/10/08	Wed	10:59 AM	2.2		67		H
2014/10/08	Wed	05:44 PM	0.1		3		L
2014/10/08	Wed	11:15 PM	2.1		64		H
2014/10/09	Thu	06:04 AM	-0.1		-3		L
2014/10/09	Thu	11:48 AM	2.2		67		H
2014/10/09	Thu	06:32 PM	0.1		3		L
2014/10/10	Fri	12:02 AM	2.1		64		H
2014/10/10	Fri	06:52 AM	0.0		0		L
2014/10/10	Fri	12:36 PM	2.2		67		H
2014/10/10	Fri	07:20 PM	0.2		6		L
2014/10/11	Sat	12:48 AM	2.0		61		H
2014/10/11	Sat	07:40 AM	0.0		0		L
2014/10/11	Sat	01:23 PM	2.1		64		H
2014/10/11	Sat	08:08 PM	0.3		9		L
2014/10/12	Sun	01:34 AM	1.9		58		H
2014/10/12	Sun	08:28 AM	0.2		6		L
2014/10/12	Sun	02:10 PM	2.0		61		H
2014/10/12	Sun	08:58 PM	0.5		15		L
2014/10/13	Mon	02:21 AM	1.8		55		H
2014/10/13	Mon	09:19 AM	0.3		9		L
2014/10/13	Mon	02:59 PM	1.8		55		H
2014/10/13	Mon	09:52 PM	0.6		18		L
2014/10/14	Tue	03:11 AM	1.7		52		H
2014/10/14	Tue	10:14 AM	0.4		12		L
2014/10/14	Tue	03:50 PM	1.7		52		H
2014/10/14	Tue	10:49 PM	0.7		21		L
2014/10/15	Wed	04:04 AM	1.6		49		H
2014/10/15	Wed	11:13 AM	0.6		18		L
2014/10/15	Wed	04:44 PM	1.7		52		H
2014/10/15	Wed	11:50 PM	0.7		21		L
2014/10/16	Thu	05:02 AM	1.6		49		H
2014/10/16	Thu	12:14 PM	0.6		18		L
2014/10/16	Thu	05:40 PM	1.6		49		H
2014/10/17	Fri	12:49 AM	0.7		21		L
2014/10/17	Fri	06:02 AM	1.6		49		H
2014/10/17	Fri	01:13 PM	0.6		18		L
2014/10/17	Fri	06:36 PM	1.6		49		H
2014/10/18	Sat	01:44 AM	0.7		21		L
2014/10/18	Sat	07:01 AM	1.6		49		H
2014/10/18	Sat	02:07 PM	0.6		18		L
2014/10/18	Sat	07:28 PM	1.6		49		H
2014/10/19	Sun	02:33 AM	0.6		18		L
2014/10/19	Sun	07:54 AM	1.7		52		H
2014/10/19	Sun	02:54 PM	0.6		18		L
2014/10/19	Sun	08:15 PM	1.7		52		H
2014/10/20	Mon	03:16 AM	0.5		15		L
2014/10/20	Mon	08:43 AM	1.7		52		H
2014/10/20	Mon	03:38 PM	0.5		15		L
2014/10/20	Mon	08:59 PM	1.7		52		H
2014/10/21	Tue	03:56 AM	0.4		12		L
2014/10/21	Tue	09:27 AM	1.8		55		H
2014/10/21	Tue	04:18 PM	0.5		15		L
2014/10/21	Tue	09:40 PM	1.8		55		H
2014/10/22	Wed	04:33 AM	0.3		9		L
2014/10/22	Wed	10:09 AM	1.9		58		H
2014/10/22	Wed	04:56 PM	0.4		12		L
2014/10/22	Wed	10:20 PM	1.8		55		H
2014/10/23	Thu	05:10 AM	0.3		9		L
2014/10/23	Thu	10:50 AM	1.9		58		H
2014/10/23	Thu	05:33 PM	0.4		12		L
2014/10/23	Thu	11:00 PM	1.8		55		H
2014/10/24	Fri	05:46 AM	0.2		6		L
2014/10/24	Fri	11:31 AM	2.0		61		H
2014/10/24	Fri	06:10 PM	0.4		12		L
2014/10/24	Fri	11:40 PM	1.8		55		H
2014/10/25	Sat	06:24 AM	0.2		6		L
2014/10/25	Sat	12:13 PM	2.0		61		H
2014/10/25	Sat	06:49 PM	0.4		12		L
2014/10/26	Sun	12:21 AM	1.8		55		H
2014/10/26	Sun	07:03 AM	0.2		6		L
2014/10/26	Sun	12:56 PM	1.9		58		H
2014/10/26	Sun	07:31 PM	0.4		12		L
2014/10/27	Mon	01:03 AM	1.8		55		H
2014/10/27	Mon	07:47 AM	0.2		6		L
2014/10/27	Mon	01:42 PM	1.9		58		H
2014/10/27	Mon	08:17 PM	0.5		15		L
2014/10/28	Tue	01:50 AM	1.8		55		H
2014/10/28	Tue	08:35 AM	0.2		6		L
2014/10/28	Tue	02:31 PM	1.9		58		H
2014/10/28	Tue	09:08 PM	0.5		15		L
2014/10/29	Wed	02:42 AM	1.7		52		H
2014/10/29	Wed	09:30 AM	0.3		9		L
2014/10/29	Wed	03:25 PM	1.8		55		H
2014/10/29	Wed	10:07 PM	0.5		15		L
2014/10/30	Thu	03:42 AM	1.7		52		H
2014/10/30	Thu	10:33 AM	0.4		12		L
2014/10/30	Thu	04:23 PM	1.8		55		H
2014/10/30	Thu	11:13 PM	0.5		15		L
2014/10/31	Fri	04:47 AM	1.7		52		H
2014/10/31	Fri	11:41 AM	0.4		12		L
2014/10/31	Fri	05:25 PM	1.8		55		H
2014/11/01	Sat	12:20 AM	0.4		12		L
2014/11/01	Sat	05:55 AM	1.8		55		H
2014/11/01	Sat	12:50 PM	0.4		12		L
2014/11/01	Sat	06:27 PM	1.8		55		H
2014/11/02	Sun	01:24 AM	0.3		9		L
2014/11/02	Sun	06:02 AM	1.8		55		H
2014/11/02	Sun	12:54 PM	0.3		9		L
2014/11/02	Sun	06:27 PM	1.9		58		H
2014/11/03	Mon	01:23 AM	0.2		6		L
2014/11/03	Mon	07:04 AM	1.9		58		H
2014/11/03	Mon	01:52 PM	0.3		9		L
2014/11/03	Mon	07:24 PM	1.9		58		H
2014/11/04	Tue	02:17 AM	0.1		3		L
2014/11/04	Tue	08:01 AM	2.0		61		H
2014/11/04	Tue	02:46 PM	0.2		6		L
2014/11/04	Tue	08:16 PM	2.0		61		H
2014/11/05	Wed	03:08 AM	0.0		0		L
2014/11/05	Wed	08:53 AM	2.1		64		H
2014/11/05	Wed	03:37 PM	0.2		6		L
2014/11/05	Wed	09:06 PM	2.0		61		H
2014/11/06	Thu	03:56 AM	-0.1		-3		L
2014/11/06	Thu	09:42 AM	2.1		64		H
2014/11/06	Thu	04:25 PM	0.2		6		L
2014/11/06	Thu	09:53 PM	2.0		61		H
2014/11/07	Fri	04:43 AM	-0.1		-3		L
2014/11/07	Fri	10:29 AM	2.1		64		H
2014/11/07	Fri	05:12 PM	0.2		6		L
2014/11/07	Fri	10:39 PM	2.0		61		H
2014/11/08	Sat	05:29 AM	0.0		0		L
2014/11/08	Sat	11:14 AM	2.0		61		H
2014/11/08	Sat	05:58 PM	0.3		9		L
2014/11/08	Sat	11:23 PM	1.9		58		H
2014/11/09	Sun	06:14 AM	0.0		0		L
2014/11/09	Sun	11:58 AM	2.0		61		H
2014/11/09	Sun	06:43 PM	0.3		9		L
2014/11/10	Mon	12:07 AM	1.8		55		H
2014/11/10	Mon	07:00 AM	0.2		6		L
2014/11/10	Mon	12:42 PM	1.9		58		H
2014/11/10	Mon	07:30 PM	0.4		12		L
2014/11/11	Tue	12:52 AM	1.7		52		H
2014/11/11	Tue	07:47 AM	0.3		9		L
2014/11/11	Tue	01:26 PM	1.8		55		H
2014/11/11	Tue	08:19 PM	0.5		15		L
2014/11/12	Wed	01:38 AM	1.6		49		H
2014/11/12	Wed	08:36 AM	0.4		12		L
2014/11/12	Wed	02:12 PM	1.7		52		H
2014/11/12	Wed	09:11 PM	0.6		18		L
2014/11/13	Thu	02:27 AM	1.6		49		H
2014/11/13	Thu	09:29 AM	0.5		15		L
2014/11/13	Thu	02:59 PM	1.6		49		H
2014/11/13	Thu	10:07 PM	0.6		18		L
2014/11/14	Fri	03:20 AM	1.5		46		H
2014/11/14	Fri	10:27 AM	0.6		18		L
2014/11/14	Fri	03:50 PM	1.5		46		H
2014/11/14	Fri	11:04 PM	0.6		18		L
2014/11/15	Sat	04:17 AM	1.5		46		H
2014/11/15	Sat	11:25 AM	0.6		18		L
2014/11/15	Sat	04:42 PM	1.5		46		H
2014/11/15	Sat	11:59 PM	0.6		18		L
2014/11/16	Sun	05:16 AM	1.5		46		H
2014/11/16	Sun	12:21 PM	0.6		18		L
2014/11/16	Sun	05:35 PM	1.5		46		H
2014/11/17	Mon	12:49 AM	0.5		15		L
2014/11/17	Mon	06:12 AM	1.5		46		H
2014/11/17	Mon	01:12 PM	0.6		18		L
2014/11/17	Mon	06:27 PM	1.6		49		H
2014/11/18	Tue	01:35 AM	0.4		12		L
2014/11/18	Tue	07:05 AM	1.6		49		H
2014/11/18	Tue	01:59 PM	0.5		15		L
2014/11/18	Tue	07:15 PM	1.6		49		H
2014/11/19	Wed	02:17 AM	0.3		9		L
2014/11/19	Wed	07:53 AM	1.7		52		H
2014/11/19	Wed	02:42 PM	0.5		15		L
2014/11/19	Wed	08:02 PM	1.6		49		H
2014/11/20	Thu	02:58 AM	0.2		6		L
2014/11/20	Thu	08:39 AM	1.8		55		H
2014/11/20	Thu	03:24 PM	0.4		12		L
2014/11/20	Thu	08:46 PM	1.7		52		H
2014/11/21	Fri	03:38 AM	0.1		3		L
2014/11/21	Fri	09:24 AM	1.8		55		H
2014/11/21	Fri	04:05 PM	0.3		9		L
2014/11/21	Fri	09:30 PM	1.7		52		H
2014/11/22	Sat	04:18 AM	0.0		0		L
2014/11/22	Sat	10:08 AM	1.9		58		H
2014/11/22	Sat	04:46 PM	0.3		9		L
2014/11/22	Sat	10:14 PM	1.8		55		H
2014/11/23	Sun	05:00 AM	0.0		0		L
2014/11/23	Sun	10:53 AM	1.9		58		H
2014/11/23	Sun	05:29 PM	0.2		6		L
2014/11/23	Sun	11:00 PM	1.8		55		H
2014/11/24	Mon	05:44 AM	-0.1		-3		L
2014/11/24	Mon	11:38 AM	1.9		58		H
2014/11/24	Mon	06:14 PM	0.2		6		L
2014/11/24	Mon	11:47 PM	1.8		55		H
2014/11/25	Tue	06:31 AM	0.0		0		L
2014/11/25	Tue	12:25 PM	1.9		58		H
2014/11/25	Tue	07:03 PM	0.2		6		L
2014/11/26	Wed	12:37 AM	1.7		52		H
2014/11/26	Wed	07:22 AM	0.0		0		L
2014/11/26	Wed	01:15 PM	1.8		55		H
2014/11/26	Wed	07:56 PM	0.2		6		L
2014/11/27	Thu	01:32 AM	1.7		52		H
2014/11/27	Thu	08:17 AM	0.1		3		L
2014/11/27	Thu	02:07 PM	1.8		55		H
2014/11/27	Thu	08:55 PM	0.2		6		L
2014/11/28	Fri	02:31 AM	1.7		52		H
2014/11/28	Fri	09:19 AM	0.2		6		L
2014/11/28	Fri	03:03 PM	1.7		52		H
2014/11/28	Fri	09:58 PM	0.2		6		L
2014/11/29	Sat	03:34 AM	1.7		52		H
2014/11/29	Sat	10:25 AM	0.2		6		L
2014/11/29	Sat	04:02 PM	1.7		52		H
2014/11/29	Sat	11:02 PM	0.2		6		L
2014/11/30	Sun	04:40 AM	1.7		52		H
2014/11/30	Sun	11:32 AM	0.3		9		L
2014/11/30	Sun	05:03 PM	1.7		52		H
2014/12/01	Mon	12:05 AM	0.1		3		L
2014/12/01	Mon	05:46 AM	1.7		52		H
2014/12/01	Mon	12:35 PM	0.3		9		L
2014/12/01	Mon	06:03 PM	1.7		52		H
2014/12/02	Tue	01:04 AM	0.0		0		L
2014/12/02	Tue	06:48 AM	1.8		55		H
2014/12/02	Tue	01:35 PM	0.2		6		L
2014/12/02	Tue	07:01 PM	1.7		52		H
2014/12/03	Wed	01:59 AM	-0.1		-3		L
2014/12/03	Wed	07:45 AM	1.8		55		H
2014/12/03	Wed	02:29 PM	0.2		6		L
2014/12/03	Wed	07:56 PM	1.7		52		H
2014/12/04	Thu	02:50 AM	-0.1		-3		L
2014/12/04	Thu	08:38 AM	1.8		55		H
2014/12/04	Thu	03:20 PM	0.2		6		L
2014/12/04	Thu	08:46 PM	1.7		52		H
2014/12/05	Fri	03:38 AM	-0.2		-6		L
2014/12/05	Fri	09:26 AM	1.9		58		H
2014/12/05	Fri	04:07 PM	0.1		3		L
2014/12/05	Fri	09:33 PM	1.7		52		H
2014/12/06	Sat	04:24 AM	-0.2		-6		L
2014/12/06	Sat	10:11 AM	1.9		58		H
2014/12/06	Sat	04:53 PM	0.1		3		L
2014/12/06	Sat	10:18 PM	1.7		52		H
2014/12/07	Sun	05:09 AM	-0.1		-3		L
2014/12/07	Sun	10:54 AM	1.8		55		H
2014/12/07	Sun	05:37 PM	0.2		6		L
2014/12/07	Sun	11:01 PM	1.7		52		H
2014/12/08	Mon	05:52 AM	-0.1		-3		L
2014/12/08	Mon	11:35 AM	1.8		55		H
2014/12/08	Mon	06:20 PM	0.2		6		L
2014/12/08	Mon	11:43 PM	1.6		49		H
2014/12/09	Tue	06:34 AM	0.0		0		L
2014/12/09	Tue	12:15 PM	1.7		52		H
2014/12/09	Tue	07:03 PM	0.2		6		L
2014/12/10	Wed	12:24 AM	1.5		46		H
2014/12/10	Wed	07:17 AM	0.1		3		L
2014/12/10	Wed	12:54 PM	1.6		49		H
2014/12/10	Wed	07:47 PM	0.3		9		L
2014/12/11	Thu	01:07 AM	1.5		46		H
2014/12/11	Thu	08:00 AM	0.2		6		L
2014/12/11	Thu	01:35 PM	1.5		46		H
2014/12/11	Thu	08:32 PM	0.3		9		L
2014/12/12	Fri	01:51 AM	1.4		43		H
2014/12/12	Fri	08:45 AM	0.3		9		L
2014/12/12	Fri	02:16 PM	1.5		46		H
2014/12/12	Fri	09:20 PM	0.4		12		L
2014/12/13	Sat	02:39 AM	1.4		43		H
2014/12/13	Sat	09:34 AM	0.4		12		L
2014/12/13	Sat	03:00 PM	1.4		43		H
2014/12/13	Sat	10:10 PM	0.4		12		L
2014/12/14	Sun	03:31 AM	1.3		40		H
2014/12/14	Sun	10:28 AM	0.4		12		L
2014/12/14	Sun	03:48 PM	1.4		43		H
2014/12/14	Sun	11:03 PM	0.3		9		L
2014/12/15	Mon	04:27 AM	1.3		40		H
2014/12/15	Mon	11:25 AM	0.5		15		L
2014/12/15	Mon	04:40 PM	1.3		40		H
2014/12/15	Mon	11:56 PM	0.3		9		L
2014/12/16	Tue	05:25 AM	1.3		40		H
2014/12/16	Tue	12:21 PM	0.4		12		L
2014/12/16	Tue	05:35 PM	1.3		40		H
2014/12/17	Wed	12:47 AM	0.2		6		L
2014/12/17	Wed	06:23 AM	1.4		43		H
2014/12/17	Wed	01:14 PM	0.4		12		L
2014/12/17	Wed	06:30 PM	1.4		43		H
2014/12/18	Thu	01:35 AM	0.1		3		L
2014/12/18	Thu	07:18 AM	1.5		46		H
2014/12/18	Thu	02:04 PM	0.3		9		L
2014/12/18	Thu	07:23 PM	1.4		43		H
2014/12/19	Fri	02:22 AM	0.0		0		L
2014/12/19	Fri	08:09 AM	1.6		49		H
2014/12/19	Fri	02:51 PM	0.2		6		L
2014/12/19	Fri	08:14 PM	1.5		46		H
2014/12/20	Sat	03:08 AM	-0.1		-3		L
2014/12/20	Sat	08:59 AM	1.6		49		H
2014/12/20	Sat	03:37 PM	0.1		3		L
2014/12/20	Sat	09:04 PM	1.6		49		H
2014/12/21	Sun	03:54 AM	-0.2		-6		L
2014/12/21	Sun	09:46 AM	1.7		52		H
2014/12/21	Sun	04:24 PM	0.0		0		L
2014/12/21	Sun	09:53 PM	1.6		49		H
2014/12/22	Mon	04:41 AM	-0.3		-9		L
2014/12/22	Mon	10:33 AM	1.8		55		H
2014/12/22	Mon	05:11 PM	0.0		0		L
2014/12/22	Mon	10:42 PM	1.7		52		H
2014/12/23	Tue	05:28 AM	-0.3		-9		L
2014/12/23	Tue	11:20 AM	1.8		55		H
2014/12/23	Tue	05:59 PM	-0.1		-3		L
2014/12/23	Tue	11:33 PM	1.7		52		H
2014/12/24	Wed	06:18 AM	-0.3		-9		L
2014/12/24	Wed	12:08 PM	1.8		55		H
2014/12/24	Wed	06:49 PM	-0.1		-3		L
2014/12/25	Thu	12:24 AM	1.7		52		H
2014/12/25	Thu	07:09 AM	-0.3		-9		L
2014/12/25	Thu	12:56 PM	1.8		55		H
2014/12/25	Thu	07:42 PM	-0.1		-3		L
2014/12/26	Fri	01:19 AM	1.6		49		H
2014/12/26	Fri	08:04 AM	-0.2		-6		L
2014/12/26	Fri	01:47 PM	1.7		52		H
2014/12/26	Fri	08:38 PM	-0.1		-3		L
2014/12/27	Sat	02:16 AM	1.6		49		H
2014/12/27	Sat	09:03 AM	-0.1		-3		L
2014/12/27	Sat	02:40 PM	1.6		49		H
2014/12/27	Sat	09:38 PM	-0.1		-3		L
2014/12/28	Sun	03:16 AM	1.6		49		H
2014/12/28	Sun	10:05 AM	0.0		0		L
2014/12/28	Sun	03:37 PM	1.6		49		H
2014/12/28	Sun	10:41 PM	-0.1		-3		L
2014/12/29	Mon	04:20 AM	1.5		46		H
2014/12/29	Mon	11:10 AM	0.1		3		L
2014/12/29	Mon	04:37 PM	1.5		46		H
2014/12/29	Mon	11:43 PM	-0.1		-3		L
2014/12/30	Tue	05:25 AM	1.5		46		H
2014/12/30	Tue	12:15 PM	0.1		3		L
2014/12/30	Tue	05:39 PM	1.5		46		H
2014/12/31	Wed	12:44 AM	-0.2		-6		L
2014/12/31	Wed	06:29 AM	1.5		46		H
2014/12/31	Wed	01:15 PM	0.1		3		L
2014/12/31	Wed	06:39 PM	1.4		43		H
